@relation California-housing-19

@attribute Value numeric
@attribute Income numeric
@attribute Median-Age numeric
@attribute Rooms numeric
@attribute Bedrooms numeric
@attribute 'Population ' numeric
@attribute Occupancy numeric
@attribute Latitude numeric
@attribute Longitude numeric

@data
4.231,4.05,35,4.074742,1.087629,580,1.494845,37.76,-122.44
3.766,5.2519,50,4.759191,1.045956,945,1.737132,37.76,-122.44
5.00001,5.6235,51,5.800905,1.033937,810,1.832579,37.76,-122.45
3.7,3.3702,52,4.576744,1.097674,784,1.823256,37.76,-122.44
3.7,3.9079,52,4.817352,1.03653,816,1.863014,37.76,-122.44
4.054,5.0731,52,5.248954,1.037657,855,1.788703,37.76,-122.44
4.273,3.5655,52,4.094463,1.104235,1575,1.710098,37.76,-122.43
5.00001,4.75,52,4.831897,0.989224,751,1.618534,37.76,-122.43
4.554,4.2569,52,4.898129,1.04158,909,1.889813,37.76,-122.43
3.864,3.3565,52,4.510949,1.032847,1531,1.86253,37.76,-122.43
2.7,3.3937,52,4.095725,1.107807,2280,2.118959,37.76,-122.42
3.912,3.5052,52,3.858245,1.045323,2129,2.053038,37.76,-122.42
4.9,2.6803,52,4.278689,0.997951,1082,2.217213,37.76,-122.42
2.25,2.0329,52,3.584337,1.204819,1270,3.825301,37.76,-122.42
2.667,2.5701,52,3.419463,1.055369,2007,3.36745,37.76,-122.42
2.65,1.65,52,2.532203,1.033898,1630,2.762712,37.76,-122.42
2.125,1.3824,46,2.664188,1.012392,2075,2.571252,37.76,-122.42
2.5,2.1289,52,3.021173,0.995114,1715,2.79316,37.75,-122.42
2.625,3.3816,52,4.486989,1.122677,1008,3.747212,37.75,-122.42
2.75,2.1971,52,3.092664,1.050193,639,2.467181,37.75,-122.42
2.5,2.2328,52,3.665148,1.161731,1155,2.630979,37.75,-122.42
3,2.7173,52,4.245161,1.129032,935,2.010753,37.75,-122.42
4,3.5536,52,4.116959,1.02924,1227,2.391813,37.75,-122.42
4,2.9052,52,3.654521,1.02834,1460,1.97031,37.75,-122.42
2.75,3,52,4.181818,1.058824,1162,3.106952,37.75,-122.42
3.968,3.575,52,4.695652,1.034783,1181,2.053913,37.75,-122.43
3.556,4.0625,52,4.156118,1.044304,871,1.837553,37.75,-122.43
3.879,4.0568,52,5.176842,1.067368,1012,2.130526,37.75,-122.43
4.375,4.4318,52,5.743842,1.068966,861,2.12069,37.76,-122.43
3.556,4.7946,52,5.010965,1.116228,839,1.839912,37.75,-122.43
3.75,4,52,5.269036,1.077834,1144,1.935702,37.75,-122.44
3.689,4.2708,52,5.065693,1.034063,801,1.948905,37.75,-122.44
3.837,3.7545,52,5.242775,1.119461,1043,2.009634,37.75,-122.43
3.388,4.2667,46,5.256055,1.00692,573,1.982699,37.75,-122.44
3.804,5.0505,52,4.653846,0.988166,725,2.14497,37.75,-122.44
3.475,3.5114,52,4.272487,1.039683,633,1.674603,37.75,-122.43
3.622,4.875,52,5.125182,1.116448,1415,2.05968,37.75,-122.43
3.477,3.95,52,5.025467,1.057725,1191,2.022071,37.75,-122.43
3.06,3.2632,52,4.614072,1.136461,1122,2.392324,37.75,-122.42
3.257,4.6547,52,4.56734,1.050505,1370,2.306397,37.74,-122.42
3.281,3.0833,52,4.532995,1.083756,856,2.172589,37.74,-122.42
3.243,5.0196,52,4.722458,1.055085,1079,2.286017,37.74,-122.43
3.259,3.775,52,4.397959,0.955102,962,1.963265,37.75,-122.43
3.561,5.0519,40,5.094538,1.026261,1824,1.915966,37.75,-122.43
4.097,4.5469,21,4.624576,1.05678,2304,1.952542,37.75,-122.44
3.919,4.2672,23,5.251252,1.059265,2818,2.352254,37.74,-122.44
2.949,4.8382,52,5.263959,0.928934,909,2.307107,37.74,-122.44
3.5,4.5375,23,4.6,1.1,118,2.95,37.74,-122.44
3.31,4.7437,52,5.420195,1.063518,1260,2.052117,37.74,-122.43
3.331,3.8846,52,5.305835,1.084507,1159,2.331992,37.74,-122.43
3.009,5.3292,52,5.0299,1.043189,724,2.405316,37.74,-122.43
2.989,5.0602,52,5.543689,1.087379,494,2.398058,37.73,-122.43
3.108,5.0782,52,4.853774,0.966981,461,2.174528,37.73,-122.43
4.5,1.4886,52,4.862745,1.333333,124,2.431373,37.76,-122.38
2.083,4.0042,52,4.216216,1.148649,410,2.77027,37.76,-122.39
1.625,3.675,52,5.814815,1.037037,88,3.259259,37.76,-122.39
2.909,3.9722,52,4.71608,1.072864,712,1.788945,37.76,-122.39
3.216,4.5057,52,4.865546,0.983193,1047,2.19958,37.76,-122.39
2.537,3.7051,52,5.687919,1.159396,1645,2.760067,37.76,-122.39
2.433,2.8679,44,4.951555,1.145336,3269,2.363702,37.75,-122.4
2.983,4.119,52,5.101675,1.090909,1555,1.860048,37.76,-122.4
3.2,4.4375,52,5.436364,1.130909,506,1.84,37.76,-122.4
2.773,4.4074,52,4.683794,0.972332,480,1.897233,37.76,-122.4
2.625,1.9944,52,6.04661,1.190678,620,2.627119,37.76,-122.41
2.391,2.9312,52,4.393678,1.106322,1347,3.87069,37.76,-122.4
2.603,2.8135,52,4.584329,1.041169,2987,3.966799,37.76,-122.41
2.333,3.4028,52,4.429185,1.064378,1726,3.703863,37.76,-122.41
2.25,3.0865,52,2.928571,0.827381,316,1.880952,37.76,-122.41
3.25,2.6667,52,4.68,1.08,308,4.106667,37.76,-122.41
3,3.0774,52,4.997984,1.038306,1816,3.66129,37.76,-122.41
2.65,3.2964,52,4.263502,1.109656,2071,3.389525,37.76,-122.41
2.146,2.0577,52,3.862745,1.003268,1029,3.362745,37.75,-122.4
2.29,2.4531,52,3.619863,0.945205,837,2.866438,37.75,-122.41
2.539,3.4063,52,4.558195,0.95962,1483,3.522565,37.75,-122.41
2.3,4.2891,52,5.09973,1.118598,1442,3.886792,37.75,-122.41
2.553,2.5809,52,4.70028,1.081232,1220,3.417367,37.75,-122.41
1.781,2.0325,52,4.218324,1.181287,2034,3.964912,37.75,-122.41
2.361,2.3903,52,4.466302,1.134791,1932,3.519126,37.75,-122.41
2.063,2.6538,9,4.203279,1.095082,1176,3.855738,37.75,-122.41
2.01,2.5694,42,6.097923,1.255193,2147,3.18546,37.74,-122.39
2.173,4.3393,43,5.07195,1.013556,3134,3.267987,37.73,-122.39
2.254,3.4472,45,4.46863,0.911652,2337,2.992318,37.73,-122.4
2.118,2.59,45,5.471111,1.131111,1587,3.526667,37.74,-122.4
1.404,1.4282,18,4.840528,1.18705,2722,3.263789,37.73,-122.38
2.034,1.4133,15,4.303605,1.052498,4737,2.996205,37.73,-122.38
1.853,2.1767,45,4.84106,1.019868,924,3.059603,37.74,-122.39
1.875,2.625,20,6.315789,1.421053,55,2.894737,37.73,-122.38
1.938,2.2167,40,6.101124,1.134831,259,2.910112,37.73,-122.38
1.938,2.1667,38,5.237736,1.041509,871,3.286792,37.73,-122.38
1.951,2.2222,46,4.909385,0.967638,879,2.84466,37.73,-122.39
1.92,2.9063,52,6.590444,1.122867,1025,3.498294,37.73,-122.39
1.89,2.8603,52,5.169082,1.082126,567,2.73913,37.73,-122.39
1.993,2.6364,48,4.182584,0.91573,1115,3.132022,37.73,-122.4
2.063,1.1125,28,5.548276,1.172414,1064,3.668966,37.72,-122.39
1.923,3.6607,45,5.407477,1.065421,1923,3.594393,37.72,-122.39
1.813,2.1484,52,5.192308,1.307692,93,3.576923,37.72,-122.39
2.759,3.7813,52,5.057756,1.026403,1405,2.318482,37.75,-122.41
2.708,4.1417,38,4.954802,1.079096,928,2.621469,37.74,-122.41
2.552,4.7031,34,5.501961,1.027451,839,3.290196,37.74,-122.41
2.547,3.4073,52,5.302521,1.17437,1430,3.004202,37.75,-122.41
2.849,3.5912,52,4.657407,1.066667,1209,2.238889,37.75,-122.41
3.35,3.6687,48,5.842857,1.228571,148,2.114286,37.74,-122.41
2.49,1.9464,52,5.226415,1.100629,415,2.610063,37.74,-122.41
2.508,5.5563,52,5.159664,0.94958,1032,2.890756,37.74,-122.41
2.713,4.2212,52,4.506696,0.933036,999,2.229911,37.74,-122.42
2.799,4.0391,52,4.518868,1.018868,889,2.096698,37.74,-122.42
2.813,3.8864,52,4.997015,1.032836,734,2.191045,37.74,-122.42
2.639,2.9911,52,3.92284,1.089506,1076,3.320988,37.74,-122.42
2.75,3.3555,52,3.961538,1.111722,1447,2.650183,37.75,-122.42
2.409,4.1552,43,4.964179,0.985075,935,2.791045,37.74,-122.41
2.296,3.2813,47,5.485714,1.263492,1178,3.739683,37.74,-122.41
2.3,3.6429,52,5.157895,1,1208,3.027569,37.74,-122.41
2.464,2.888,50,5.105812,1.146051,2261,3.369598,37.73,-122.42
2.409,3.4583,52,4.510929,0.959016,973,2.65847,37.74,-122.42
2.586,2.3087,52,4.03876,1.065891,1438,2.786822,37.74,-122.42
2.43,4.3125,52,4.242424,1.019284,1136,3.129477,37.74,-122.42
2.923,3.3333,52,5.286416,1.070376,1765,2.888707,37.73,-122.42
2.632,4.6786,52,4.642229,1.017595,935,2.741935,37.73,-122.43
2.64,4,49,4.361702,0.978723,1008,3.06383,37.73,-122.43
2.755,3.6694,52,5.058394,1.007299,729,2.660584,37.73,-122.43
2.598,3.6719,48,5.485106,1.191489,782,3.32766,37.72,-122.43
2.672,4.3125,52,4.836512,0.945504,1102,3.002725,37.72,-122.44
2.7,4.3898,52,5.326622,1.100671,1485,3.322148,37.73,-122.44
2.619,5.0224,52,5.064327,1.19883,587,3.432749,37.73,-122.44
2.294,4.0132,46,4.480296,1.012315,1534,3.778325,37.73,-122.42
2.793,4.625,35,6.035484,1.103226,1055,3.403226,37.73,-122.42
2.545,4.5769,35,5.891447,1.059211,988,3.25,37.73,-122.42
2.409,4.1071,52,4.681604,0.945755,1337,3.153302,37.73,-122.43
2.302,3.4231,42,5.136095,1.130178,1703,3.358974,37.73,-122.41
2.387,3.4769,50,5.070313,1.070313,1170,3.046875,37.73,-122.4
2.33,2.3625,42,3.903315,1.121547,1027,2.837017,37.73,-122.4
2.713,3.7835,52,5.424157,1.005618,1092,3.067416,37.73,-122.41
2.725,4.0642,41,5.794521,1.035616,1168,3.2,37.73,-122.41
2.503,4.0781,48,4.466667,0.933333,998,3.024242,37.73,-122.42
2.194,4.2672,47,4.650794,0.971429,1119,3.552381,37.72,-122.4
2.393,2.1187,37,4.668269,1.192308,647,3.110577,37.72,-122.4
2.762,3.8643,33,5.052536,1.027174,1682,3.047101,37.73,-122.41
2.429,4.8214,35,5.131707,1.058537,1225,2.987805,37.72,-122.41
2.362,4.0583,32,5.59322,1.071186,904,3.064407,37.72,-122.41
2.447,4.0071,37,5.06334,1.047985,1789,3.433781,37.72,-122.42
2.526,3.6667,50,5.422719,1.046555,1989,3.703911,37.72,-122.43
2.54,3.6885,49,5.184569,1.05295,2363,3.574887,37.72,-122.43
2.505,3.7105,52,4.837719,1.048246,1583,3.471491,37.72,-122.43
2.52,3.8274,52,5.341959,1.055453,1769,3.269871,37.72,-122.44
2.42,3.0107,52,4.746459,1.018414,2101,2.975921,37.72,-122.43
2.518,3.8934,52,5.567233,1.140649,2270,3.508501,37.73,-122.43
2.226,3.1786,52,4.15,0.85,1463,4.063889,37.73,-122.43
2.65,3.4605,49,4.044156,1.051948,1173,3.046753,37.72,-122.44
2.685,3.9565,48,4.953704,1.083333,1773,3.283333,37.72,-122.44
2.618,4.3036,52,5.763333,1.063333,890,2.966667,37.72,-122.45
2.6,3.7143,52,4.859155,0.957746,847,2.982394,37.72,-122.44
2.706,4.3846,46,5.138554,1.016064,1562,3.136546,37.71,-122.45
2.616,3.8583,52,5.08589,0.98773,1086,3.331288,37.71,-122.45
2.436,3.9167,41,5.277592,1.173913,1159,3.876254,37.71,-122.45
2.462,4.0547,52,4.787879,1.021212,1425,4.318182,37.71,-122.46
2.316,4,47,5.414894,1.003546,1102,3.907801,37.71,-122.46
2.669,4.5,35,5.450758,1.068182,1633,3.092803,37.71,-122.43
2.665,4.0234,52,4.960526,0.914474,1138,3.743421,37.71,-122.43
2.556,3.1908,52,5,1.014184,879,3.117021,37.71,-122.43
2.477,3.8958,52,5.362989,1.003559,929,3.30605,37.72,-122.44
2.515,3.9567,52,5.173664,1.127863,1848,3.526718,37.71,-122.44
2.489,5.3913,46,4.785992,0.961089,895,3.48249,37.71,-122.44
2.641,5.0201,31,5.042553,0.938298,1524,3.242553,37.71,-122.44
2.51,3.5536,34,5.218333,1.115,2204,3.673333,37.71,-122.45
2.191,3.0313,40,4.919192,1.042929,1434,3.621212,37.72,-122.4
2.38,3.0469,40,4.299087,0.906393,1411,3.221461,37.71,-122.4
2.263,3.4773,47,4.922581,1.034409,1697,3.649462,37.71,-122.41
1.819,1.2269,28,4.873664,1.205053,3900,3.790087,37.71,-122.41
2.139,4.9926,40,4.787879,1.009324,1738,4.051282,37.71,-122.41
2.178,3.495,49,4.143177,0.959732,1615,3.612975,37.71,-122.41
2.183,3.8625,41,4.658019,1.037736,1528,3.603774,37.72,-122.4
2.419,4.2727,47,4.612648,0.988142,953,3.766798,37.72,-122.4
2.786,3.5435,52,4.021638,1.103555,1330,2.055641,37.77,-122.45
4.143,3.4531,52,4.203008,1.024436,1186,2.229323,37.76,-122.46
4.357,3.75,52,5.024793,1.068871,799,2.201102,37.77,-122.46
3.9,3.93,52,4.781579,1.181579,948,2.494737,37.76,-122.46
5,3.5744,31,4.163121,1.048069,2659,2.095351,37.76,-122.45
3.677,6.1636,28,6.380952,0.982143,363,2.160714,37.76,-122.46
3.742,4.5352,26,4.807018,0.960526,954,2.092105,37.75,-122.46
4.065,2.9899,52,4.050964,1.078512,1545,2.128099,37.76,-122.47
3.596,2.5933,52,3.758766,1.037868,1587,2.225806,37.76,-122.47
3.457,3.2679,49,4.385802,1.033951,1396,2.154321,37.76,-122.47
3.067,4.0793,52,4.949799,0.981928,1170,2.349398,37.76,-122.47
3.296,2.8711,48,4.4197,1.036403,1055,2.259101,37.76,-122.47
3.3,3.2083,40,4.113186,1.098016,1675,1.954492,37.76,-122.47
3.5,3.3239,52,5.292328,1.070106,1886,2.494709,37.76,-122.47
3.38,3.6346,39,5.177994,1.114887,1391,2.250809,37.76,-122.47
3.61,4.4312,45,5.671395,1.007092,911,2.153664,37.75,-122.47
3.57,4.0089,51,5.521739,0.98627,1095,2.505721,37.75,-122.47
3.663,5.482,49,6.131696,1.053571,1281,2.859375,37.75,-122.47
4.203,5.1893,34,6.307865,1.094382,1152,2.588764,37.76,-122.47
3.586,4.4946,48,5.379913,1.002183,1179,2.574236,37.76,-122.47
5.00001,5.8151,52,6.853448,1.017241,622,2.681034,37.75,-122.46
5.00001,10.7569,52,7.450617,0.938272,465,2.87037,37.75,-122.46
5.00001,9.3603,51,6.765586,0.987531,1090,2.718204,37.75,-122.47
3.817,6.1592,46,6.889362,1.157447,1293,2.751064,37.75,-122.47
3.374,4.6071,52,6.030189,1.075472,689,2.6,37.75,-122.47
3.336,4.0846,52,4.821317,0.956113,819,2.567398,37.74,-122.47
3.49,6.0274,36,6.207547,1.026954,862,2.32345,37.75,-122.45
3.226,4.95,36,5.738506,1.022989,772,2.218391,37.75,-122.45
3.134,3.0804,35,4.528239,1.003322,1786,5.933555,37.75,-122.45
3.94,6.5372,52,7.166667,1.112403,695,2.693798,37.75,-122.46
3.495,4.375,52,5.846154,1.010989,642,2.351648,37.74,-122.45
4.31,6.2561,51,6.707746,1.024648,707,2.489437,37.74,-122.46
3.351,5.0887,46,5.797115,0.985573,2535,2.285843,37.74,-122.45
3.136,5.5622,43,5.939005,1.097913,1488,2.388443,37.73,-122.44
3.468,6.203,38,6.264317,1.024229,2263,2.492291,37.74,-122.45
4.169,5.3961,52,6.687117,1,856,2.625767,37.74,-122.46
5.00001,10.959,52,7.15331,0.979094,791,2.756098,37.74,-122.46
5.00001,8.1189,52,8.154762,1.051587,735,2.916667,37.74,-122.47
3.636,5.6787,52,5.770517,1.015198,1633,2.481763,37.74,-122.47
3.656,4.9537,52,6.504409,1.128748,1605,2.830688,37.74,-122.47
5.00001,7.8476,52,7.908284,1.032544,876,2.591716,37.73,-122.46
4.268,8.0069,52,7.224033,1.03055,1276,2.598778,37.73,-122.46
4.052,6.7228,52,7.433249,1.02267,1115,2.808564,37.72,-122.46
4.846,5.9245,52,7.487719,0.97193,936,3.284211,37.73,-122.47
5.00001,10.7309,52,7.850365,1.021898,762,2.781022,37.73,-122.47
5.00001,10.6605,50,7.379464,1.125,641,2.861607,37.73,-122.47
3.99,5.9114,46,6.07947,1.056291,767,2.539735,37.72,-122.47
3.941,6.8322,52,7.320122,1.054878,812,2.47561,37.73,-122.46
3.351,5.1238,52,6.167076,1.076167,1153,2.832924,37.73,-122.45
3.442,5.2088,52,5.760081,0.945565,1431,2.885081,37.73,-122.46
2.755,4.7813,39,4.70936,1.029557,970,2.389163,37.73,-122.44
2.614,3.8304,52,5.395437,1.077947,1411,2.68251,37.73,-122.44
2.662,3.2448,52,5.487805,0.979675,752,3.056911,37.73,-122.45
2.642,5.0634,52,4.732558,0.986047,1193,2.774419,37.73,-122.45
2.692,4.1932,46,5.093883,1.078236,1670,2.375533,37.73,-122.44
2.319,4.2167,52,5.74269,1.152047,653,3.818713,37.72,-122.45
2.193,4.7143,46,5.882845,0.983264,771,3.225941,37.72,-122.45
2.212,4.475,47,5.628571,1.095238,1083,3.438095,37.72,-122.45
2.25,3.6581,51,4.990724,1.027829,1795,3.330241,37.72,-122.45
2.386,3.3208,47,4.318296,0.974937,1216,3.047619,37.72,-122.46
2.286,4.0859,49,5.486364,1.159091,658,2.990909,37.72,-122.46
2.215,3.2875,48,5.33123,1.069401,962,3.0347,37.72,-122.46
2.441,4.0855,45,6.012531,1.050125,1225,3.070175,37.72,-122.46
2.32,2.9688,39,5.579208,1.027228,1388,3.435644,37.72,-122.46
2.379,4.1939,44,4.936047,0.99031,1577,3.056202,37.71,-122.47
2.394,3.5156,42,4.794621,1.04401,1211,2.96088,37.71,-122.47
2.393,2.5333,43,5.975309,1.228395,434,2.679012,37.72,-122.47
2.467,3,46,4.687097,0.987097,817,2.635484,37.72,-122.47
2.597,4.5913,49,5.748299,1.044218,770,2.619048,37.72,-122.47
2.289,2.9119,45,4.79602,0.860697,613,3.049751,37.72,-122.45
2.216,4.2562,45,5.747449,1.09949,1382,3.52551,37.71,-122.45
2.195,4.1406,52,4.829412,1.032353,1138,3.347059,37.71,-122.46
2.25,2.875,49,5.264615,1.070769,1138,3.501538,37.71,-122.46
2.118,3.0703,37,5.049587,1.068871,1093,3.011019,37.72,-122.46
3.486,3.9758,48,4.418605,1.023256,1491,2.476744,37.76,-122.48
3.321,3.275,48,4.5,1.089844,1273,2.486328,37.76,-122.48
3.238,3.9097,52,4.888889,1.045537,1395,2.540984,37.76,-122.48
3.221,4.0977,50,4.788009,1.036403,1171,2.507495,37.76,-122.48
3.313,4.1397,52,5.474777,0.997033,1015,3.011869,37.76,-122.48
3.361,4.4094,52,5.158228,1.033228,1594,2.522152,37.76,-122.48
3.398,5.8096,52,4.953405,0.824373,708,2.537634,37.76,-122.49
3.296,3.5302,52,5.586057,1.093682,1092,2.379085,37.76,-122.49
3.312,3.5909,52,5.488998,1.03912,1091,2.667482,37.76,-122.49
3.327,4.0391,52,6.243902,1.062718,782,2.724739,37.76,-122.49
3.398,3.5278,48,5.098113,1.018868,650,2.45283,37.76,-122.49
3.536,4.3977,49,5.804714,0.993266,795,2.676768,37.76,-122.49
3.231,4.3281,49,5.825623,1.081851,729,2.594306,37.76,-122.49
3.184,4.4,51,4.88345,0.955711,1126,2.624709,37.75,-122.48
3.176,4.3393,52,5.272537,1.035639,1583,3.318658,37.75,-122.48
3.118,3.6859,52,5.415011,1.121413,1056,2.331126,37.74,-122.48
3.292,4.4375,49,5.439506,1.004938,1052,2.597531,37.75,-122.48
3.147,3.7734,48,5.30083,1.136929,1285,2.665975,37.75,-122.48
3.31,4.7703,52,5.070905,0.98044,1136,2.777506,37.75,-122.48
3.202,3.7361,48,5.754617,1.105541,1041,2.746702,37.75,-122.49
3.085,3.7054,47,5.336658,1.05985,1105,2.755611,37.75,-122.49
2.978,4.8036,45,5.344749,1.052511,1092,2.493151,37.75,-122.49
3.191,3.9205,43,5.407407,1.039683,979,2.589947,37.75,-122.49
3.212,3.7562,48,5.85049,1.039216,1041,2.551471,37.75,-122.49
3.238,4.8516,52,5.350962,0.925481,1177,2.829327,37.75,-122.49
3.213,3.4583,52,5.211905,1.030952,1147,2.730952,37.74,-122.49
3.231,4.0208,52,5.169683,0.984163,1211,2.739819,37.74,-122.48
3.143,4.131,52,5.854054,1.143243,1072,2.897297,37.74,-122.48
3.35,3.9236,52,5.495164,1,1372,2.653772,37.74,-122.48
4.385,6.2642,48,5.979899,0.914573,497,2.497487,37.73,-122.49
3.408,3.8333,48,5.729469,1.028986,487,2.352657,37.74,-122.49
3.177,4.3909,52,5.600917,1.029817,1188,2.724771,37.74,-122.49
3.152,4.5744,52,5.429245,1.07783,1154,2.721698,37.74,-122.49
5.00001,5.1681,52,6.91342,1.038961,566,2.450216,37.73,-122.48
3.715,5.2598,47,6.335106,1.042553,867,2.305851,37.73,-122.48
3.694,5.1991,39,6.309446,1.094463,742,2.416938,37.73,-122.49
4.333,3.9219,37,5.953191,0.953191,530,2.255319,37.73,-122.49
4.062,5.6204,36,6.110738,0.979866,742,2.489933,37.73,-122.49
3.5,3.1359,38,4.106684,1.064267,2410,3.097686,37.73,-122.48
3.5,3.2059,47,4.55814,1.108527,564,2.186047,37.72,-122.47
4,3.5296,43,4.64415,1.227986,1497,1.80579,37.71,-122.48
1.875,4.1116,45,4.108187,0.988304,733,2.143275,37.72,-122.48
1.125,3.2321,46,3.985075,1.058043,1281,2.124378,37.72,-122.48
3.077,3.7083,52,4.358531,0.911447,1142,2.466523,37.76,-122.5
3.162,3.1406,43,4.715884,1.020134,1299,2.90604,37.76,-122.5
2.956,3.9464,50,5.328877,1.096257,1009,2.697861,37.76,-122.5
2.963,3.8333,48,5.234201,1.096654,891,3.312268,37.76,-122.5
2.788,4.5329,46,4.872549,0.931373,841,2.748366,37.76,-122.5
2.915,4.1419,45,5.324841,1.095541,838,2.66879,37.75,-122.5
2.832,4.0985,43,5.226872,1.059471,1247,2.746696,37.75,-122.5
2.689,2.8448,43,3.819218,1.016287,1439,2.343648,37.76,-122.51
2.742,3.0465,43,4.528674,1.109319,1332,2.387097,37.76,-122.51
2.608,3.2792,40,4.452975,1.078695,1499,2.877159,37.76,-122.51
2.841,4.2644,46,4.75641,1.025641,1272,2.717949,37.76,-122.5
2.723,3.3393,45,4.256997,0.959288,1078,2.743003,37.76,-122.5
2.702,4.3859,45,4.939024,1.04878,941,2.868902,37.75,-122.5
2.718,3.4919,44,5.138418,1.031073,1137,3.211864,37.75,-122.5
2.722,3.96,45,4.944099,1.009317,920,2.857143,37.76,-122.54
2.863,2.9632,44,5.269697,1.039394,872,2.642424,37.75,-122.5
2.978,3.7969,40,4.714286,0.908163,1266,2.583673,37.74,-122.5
2.966,3.7552,45,5.178363,1.020468,1098,3.210526,37.74,-122.5
3,5.6826,44,4.748387,0.887097,820,2.645161,37.74,-122.49
2.757,3.5,44,5.57277,1.164319,1087,2.551643,37.74,-122.5
2.757,3.875,44,5.691441,1.166667,1434,3.22973,37.74,-122.5
2.724,4.0217,46,4.81761,0.958071,1429,2.995807,37.75,-122.5
2.728,4.0625,44,4.822107,1.062176,1640,2.83247,37.74,-122.5
2.737,3.9583,42,4.307494,1.020672,1041,2.689922,37.74,-122.5
2.681,4.3611,44,5.166253,1.166253,1154,2.863524,37.74,-122.5
2.711,4.1786,42,4.611494,0.954023,1230,2.827586,37.74,-122.54
5.00001,4.1029,52,5.632022,1.008427,847,2.379213,37.79,-122.46
3.5,2.9293,52,4.084906,1.09434,1067,2.013208,37.78,-122.46
3.5,3.0265,52,4.374368,1.048904,1421,2.39629,37.78,-122.46
5.00001,3.7419,52,5.121891,1.034826,999,2.485075,37.79,-122.46
5.00001,3.7887,52,4.926724,1.110632,1584,2.275862,37.78,-122.46
3.071,2.7431,51,3.857143,1.002597,880,2.285714,37.78,-122.47
4.167,3.7292,52,4.566724,1.017331,1302,2.256499,37.78,-122.47
5.00001,4.75,52,4.771812,1.045302,1380,2.315436,37.79,-122.47
5.00001,2.8125,52,5.022989,1.206897,194,2.229885,37.79,-122.47
4.833,3.9688,52,5.135776,1.028017,990,2.133621,37.79,-122.47
4.433,3.5221,52,4.834008,1.026316,1078,2.182186,37.78,-122.47
3.964,4.1339,52,4.567059,1.025882,955,2.247059,37.78,-122.47
3.75,3.129,48,4.144737,1.064327,1674,2.447368,37.78,-122.48
4.578,4.1148,52,4.803077,1.082051,2246,2.30359,37.79,-122.48
3.353,3.1653,44,4.47676,1.054449,1738,2.308101,37.78,-122.48
3.229,3.2028,32,4.21727,1.135097,1704,2.373259,37.78,-122.49
3.522,3.6148,46,4.252252,1.019305,1783,2.294723,37.78,-122.49
5.00001,9.1881,52,7.255507,1.039648,546,2.405286,37.79,-122.48
5.00001,6.1407,52,6.914286,1.050549,1143,2.512088,37.79,-122.49
5.00001,10.7058,52,8.433898,0.952542,805,2.728814,37.79,-122.49
3.768,3.4236,52,4.641256,1.103139,2030,2.275785,37.78,-122.46
4.417,3.4605,52,4.838235,0.996324,1364,2.507353,37.78,-122.46
3.75,3.2396,52,4.021569,1.082353,1400,2.745098,37.78,-122.46
3.607,2.8553,52,4.664653,1.098187,1636,2.471299,37.78,-122.46
4.029,3.9375,52,4.688693,1.010279,2099,3.082232,37.77,-122.46
3.984,4.1635,52,5.944297,1.175066,1042,2.763926,37.77,-122.47
4.213,4.0652,52,5.365566,0.971698,1166,2.75,37.78,-122.47
4.469,3.1989,52,4.29505,1.033663,1220,2.415842,37.78,-122.47
4.224,3.1392,52,4.993232,1.094755,1448,2.450085,37.78,-122.47
4.146,4.0208,52,5.877432,1.107004,1479,2.877432,37.78,-122.47
4.047,4.1856,52,5.004902,0.926471,1153,2.82598,37.78,-122.47
3.667,3.8571,52,5.044944,1.019262,1350,2.166934,37.77,-122.47
3.372,3.4883,52,4.914516,1.033871,1427,2.301613,37.78,-122.48
3.938,4.218,52,5.396761,1.04251,1362,2.757085,37.78,-122.48
3.485,3.8899,52,4.5,1.047535,1202,2.116197,37.77,-122.48
3.464,3.5588,50,5.177458,1.047962,1111,2.664269,37.78,-122.48
3.114,3.5865,52,5.650485,1.186408,1508,2.928155,37.78,-122.48
3.291,3.0877,47,4.184783,0.998447,1505,2.336957,37.78,-122.49
3.563,3.0278,52,5.172932,1.085714,1663,2.500752,37.78,-122.49
3.692,3.7036,52,5.113537,1,1170,2.554585,37.77,-122.49
3.595,4.125,52,5.792857,1.080952,1070,2.547619,37.77,-122.5
3.185,2.6719,52,4.691076,1.004577,1109,2.537757,37.78,-122.49
3.284,3.6429,42,5.246628,1.115607,1419,2.734104,37.78,-122.49
5.00001,4.2414,49,4.857143,0.984375,1040,2.321429,37.78,-122.49
3.485,3.5833,50,4.3386,0.963883,1049,2.367946,37.78,-122.5
3.247,3.9954,52,4.655263,1.089474,1032,2.715789,37.77,-122.5
3.367,5.0562,52,5.539759,1.062651,1252,3.016867,37.77,-122.5
3.229,3.5833,52,5.158192,1.071563,1312,2.47081,37.77,-122.5
3.328,3.7167,46,4.699822,1.078153,1418,2.51865,37.78,-122.5
3.511,4.7328,45,5.573913,1.084783,1056,2.295652,37.78,-122.51
3.422,4.0353,47,5.497797,1.088106,1201,2.645374,37.78,-122.51
3.222,2.9201,32,3.725524,1.092657,1229,2.148601,37.79,-122.55
5.00001,3.4051,45,5.945923,1.079828,4715,4.04721,37.81,-122.47
5.00001,15.0001,52,8,1,13,13,37.79,-122.5
3.189,3.527,17,3.592995,1.169082,1453,1.754831,37.72,-122.54
